,0,1,2,3,4
3528,israelgate,push russiagate,for israelgate,,
3529,,,,,
3530,pressure pakistan,pakistan was,,,
3531,bringing cancer,pakistan nehru,kashmir indira,nehru,cancer
3532,commander abhinandan,abhinandan return,abhinandan,on abhinandan,abhinandan for
3533,mocking modi,,,,
3534,wars pakistan,pakistan waged,nehru and,patel nehru,india 1947
3535,at bjp4telangana,laxman ji,shri bangaru,of bjp,bjp4telangana
3536,dems lost,dems were,,,
3537,,,,,
3538,expect modi,,,,
3539,wall democracy,,,,
3540,pakistan never,,,,
3541,sanjivbhatt disappeared,even abhinandanvarthaman,abhinandanvarthaman is,,
3542,ashishjoshi suspended,suspended,suspended for,being suspended,
3543,dumil pakistan,,,,
3544,pak kills,suicide bomber,,,
3545,peace pak,pak forces,pak,,
3546,,,,,
3547,priyankaâ tweet,aasha tabqa,priyankaâ,ki aasha,
3548,,,,,
3549,dontsparepak terrorism,terrorism is,terrorism,terrorstatepakistan narendramodi,
3550,bjp,bjp is,,,
3551,,,,,
3552,bjp must,,,,
3553,bjp,bjp is,for bjp,election fodder,
3554,of modiji,modiji poor,modiji,,
3555,bjp its,not bjp,bjp,indian media,
3556,,,,,
3557,,,,,
3558,porkistan they,porkistan,in porkistan,porkistan where,cornering porkistan
3559,testifying,testifying all,from testifying,,
3560,cut pakistan,of abhinandan,,,
3561,winner tigerrajasingh,,,,
3562,indira,indira gandhi,ðÿ indira,rafale deal,rafale
3563,politicizing terror,bjp partywithdifference,bjp,its bjp,terror
3564,modi diplomacy,,,,
3565,day modi,hating modi,modi jee,,
3566,bjp4india cbnarmysrisailam,modi dumped,bjpcheatedap nomorenamo,funds bjpcheatedap,bjp4india
3567,kashmir activist,modi terror,kashmir,,
3568,abhinandan has,abhinandan,chaiwala,some chaiwala,chaiwala with
3569,lok sabha,bjp told,,,
3570,anti nationalsðÿ,nationalsðÿ ðÿ,,,
3571,imran khan,modi imran,narendra modi,,
3572,abhinandanâ bravery,,,,
3573,corruption as,see corruption,corruption,,
3574,is terrorist,not terrorist,pakistani is,back pakistani,pakistani are
3575,hating india,modi hatred,,,
3576,indian politics,,,,
3577,nehru or,manmohan singh,against nehru,nehru,modi ji
3578,bjp war,,,,
3579,gaza congress,gaza,,,
3580,,,,,
3581,cdr abhinandanvarthaman,abhinandanvarthaman,abhinandanvarthaman by,kashmiri farooq,cdr abhinandan
3582,,,,,
3583,weakening india,modi will,supporting indiaâ,pm modi,
3584,pakistan has,well pakistan,,,
3585,2019 seats,bjp,,,
3586,hates bjp,bjp as,bjp,1shankarsharma he,
3587,modi wave,,,,
3588,robot singh,,,,
3589,hate modi,modi hate,,,
3590,,,,,
3591,congress abhinandan,abhinandan is,abhinandan,,
3592,pak menace,pak,,,
3593,shri chandy,suspend shri,,,
3594,matt gaetz,,,,
3595,,,,,
3596,,,,,
3597,bjp win,help bjp,bjp,,
3598,indian pilot,,,,
3599,modi lose,let modi,khanumarfa tell,,
3600,lets bjp,,,,
3601,pakistan lovers,pakistan,,,
3602,bjp told,,,,
3603,pakistani journalist,all pakistani,pakistani,,
3604,politics shiroda,congress shiroda,shiroda residents,gaddarâ,shiroda
3605,bjpâ vote,,,,
3606,modi ji,,,,
3607,incendiary headline,the economist,,,
3608,modi is,modi,cmdr varthamanâ,,
3609,indian armed,jai hind,every indian,indian who,indian
3610,true modi,modi is,,,
3611,,,,,
3612,kashmir,kashmir is,that kashmir,,
3613,modi peace,,,,
3614,bjp,bjp we,for bjp,,
3615,pakistan fights,why pakistan,pakistan,,
3616,,,,,
3617,abhinandan wife,,,,
3618,media terrorist,indian media,terrorist activity,opinion indian,government terrorist
3619,every pakistani,pakistani,pakistani is,terrorist declarepakterroriststate,
3620,pak terrorism,indian soldiers,militant attack,,
3621,about modi,gobackmodi nobelpeaceprizeforimrankhan,arvind kejriwal,kejriwal for,
3622,pak couple,,,,
3623,imran khan,modi imran,narendra modi,,
3624,airstrikes bjp,mamata banerjee,,,
3625,modi is,modi,,,
3626,,,,,
3627,modi remark,,,,
3628,paid audience,,,,
3629,abhinandanâ wife,,,,
3630,national debt,,,,
3631,congress broðÿ,,,,
3632,gandhi look,these bigots,bigots are,,
3633,resignation for,their resignation,,,
3634,,,,,
3635,peace narendra,want peace,,,
3636,terrorist camps,camps are,,,
3637,,,,,
3638,invade pakistan,indian army,,,
3639,,,,,
3640,,,,,
3641,,,,,
3642,realsaavedra minnesotans,,,,
3643,bengali phobia,bengalis,but bengalis,bengalis would,bengali
3644,thanking imran,martyrs pakistan,,,
3645,modi ji,gandhi,,,
3646,wounded indiaâ,modiâ india,arundathi roy,modiâ strike,on modiâ
3647,congresspakistanunited there,,,,
3648,pmo handle,,,,
3649,from nda,batch graduated,,,
3650,,,,,
3651,paki flag,of paki,paki,abhinandan stand,
3652,digvijaya singh,,,,
3653,bifurcation andhra,andhra,andhra people,bjp4india,bjp turn
3654,sagarikaghose narendramodi,narendramodi people,,,
3655,,,,,
3656,step pakistan,pakistan pm,abhinandan will,war pakistan,
3657,indira gandhi,congress indira,indira,,
3658,hate modi,modi haters,,,
3659,imran khan,modi imran,,,
3660,even bjp,bjp it,,,
3661,are nehru,nehru didn,nehru,nehru fiddling,
3662,,,,,
3663,pakistan prison,pilot abhinandan,,,
3664,,,,,
3665,jai jawan,jawan jai,said jai,india modi,jai kisan
3666,politics rahulgandhi,nationalist rahul,rahul gandhi,rahulgandhi,rahulgandhi has
3667,indiaâ pride,abhinandan salvaged,,,
3668,,,,,
3669,,,,,
3670,indira gandhi,indira,rahulgandhi divyaspandana,pls rahulgandhi,gandhi
3671,sudanuprising ahmed,ahmed haroun,darfur genocide,,
3672,jawans today,forget pak,four jawans,,
3673,imran khan,khan tried,,,
3674,sandy hook,grief sandy,,,
3675,journo tavleen,,,,
3676,indian media,about modi,indiatoday zeenews,,
3677,disastrous modi,prime minister,,,
3678,imran khan,,,,
3679,modi represents,modi,,,
3680,jawans killed,crpf jawans,,,
3681,,,,,
3682,india kill,,,,
3683,sandy hook,grief sandy,,,
3684,,,,,
3685,imran khan,modi imran,narendra modi,khan who,
3686,announced witness,,,,
3687,,,,,
3688,about pak,minister imrankhan,pak,,
3689,congress goper,goper duncan,goper,,
3690,feel pakistan,pakistan is,imran khan,,
3691,kashmir dispute,the kashmir,kashmir,that kashmir,kashmir is
3692,,,,,
3693,word overthrow,overthrow,treason,treason to,
3694,blind mahatma,gandhi_unit zero_discrimation,world blind,gandhi gandhi_unit,gandhi
3695,india haters,modi haters,are india,now modi,
3696,gujarat modi,modi planned,gujarat,of gujarat,modi plans
3697,hub uae,pakistan after,uae immediately,after islamabad,uae
3698,blame pakistan,abhinandan to,abhinandan,commander abhinandan,outsiders abhinandan
3699,abhinandanâ bravery,,,,
3700,reporter abhinandan,abhinandan sir,imraan khan,thanking imraan,
3701,,,,,
3702,when modi,,,,
3703,blind mahatma,gandhi_unit zero_discrimation,world blind,gandhi gandhi_unit,gandhi
3704,sandy hook,grief sandy,,,
3705,war bjp,bjp wants,,,
3706,bjp must,doubt bjp,bjp,but bjp,of bjp
3707,sandy hook,grief sandy,,,
3708,modi today,,,,
3709,the constitution,constitution,constitution but,,
3710,understand kamalaharris,kamalaharris is,kamalaharris,,
3711,300 terrorists,india killed,,,
3712,india gang,modi gang,anti india,anti modi,
3713,sandy hook,grief sandy,,,
3714,masood azhar,azhar pmoindia,azhar,is masood,masood
3715,,,,,
3716,korean dictator,,,,
3717,bjp told,,,,
3718,,,,,
3719,modi strikes,,,,
3720,donâ weaken,narendra modi,,,
3721,jai hindðÿ,hindðÿ ðÿ,hindðÿ,,
3722,sandy hook,grief sandy,,,
3723,does nationalism,nationalism,,,
3724,when pakistan,,,,
3725,sandy hook,grief sandy,,,
3726,,,,,
3727,gorka is,gorka,,,
3728,abhinandan wife,,,,
3729,telanganaelections2018,telangana on,of telanganaelections2018,telangana,telanganaelections2018 both
3730,supporting indiaâ,modi will,india will,,
3731,modi is,,,,
3732,indiastrikesback media,media coverage,,,
3733,modi haters,orgasm since,modi,orgasm,
3734,lok sabha,punjab,,,
3735,fukuoka capacity,japan tour,messe fukuoka,fukuoka,
3736,pak captured,pakistan had,,,
3737,anti modi,slams oppn,harming india,,
3738,blaming modi,,,,
3739,,,,,
3740,,,,,
3741,na khaunga,khaunga na,khane dunga,narendramodi,
3742,bjpâ narrative,bjpâ,,,
3743,,,,,
3744,jaish terrorist,,,,
3745,will fail,rahul gandhi,failed 2019,fail,2009 failed
3746,indian students,intellectuals modi,modi mindset,,
3747,fight narendra,narendra modi,zakia jafri,,
3748,pappu rahulgandhi,haath pakistan,,,
3749,,,,,
3750,passed medicare,,,,
3751,ordering evictions,,,,
3752,,,,,
3753,pakistan kashmirbleeds,in kashmir,kashmir on,kashmir,
3754,sonia ji,blame modi,,,
3755,qatar sheikh,of qatar,qatar,terrorism continues,sheikh tamim
3756,,,,,
3757,are pakistanis,criticize india,,,
3758,,,,,
3759,modi snatched,snatched rafale,,,
3760,,,,,
3761,bjp feasting,martyrs traitors,our martyrs,martyrs,of bjp
3762,to sonia,,,,
3763,ceasefire violations,ceasefire,,,
3764,rafale fighter,had rafale,rafale the,of rafale,rafale
3765,,,,,
3766,nda regime,,,,
3767,rahul gandhi,gandhi failed,gandhi,rahul,only rahul
3768,,,,,
3769,middleman modiatconclave19,no middlemen,need middlemen,prime middleman,middlemen after
3770,imran khan,pakistan,with pakistan,,
3771,zuckerberg lied,zuckerberg,mark zuckerberg,facebook whistleblower,
3772,shocked modi,modi held,bjp workers,bjp,
3773,,,,,
3774,air strike,strike pulwama,,,
3775,,,,,
3776,nationalism is,nationalism,gandhi cannot,gandhi,
3777,rafale scam,prove rafale,,,
3778,,,,,
3779,2024 mughal,2020 india,india 2026,2018 imran,2019 modi
3780,parkland shooting,gun violence,,,
3781,said gujarat,of ambani,ambani,rahulgandhi biggest,indian biggest
3782,jawans fight,rahul gandhi,gandhi,,
3783,imran khan,khan vs,vs narendra,khan,narendra modi
3784,indira gandhi,1969 indira,indira,,
3785,time graduation,graduation se,upa ke,,
3786,congress spent,,,,
3787,modi is,,,,
3788,modi is,worst pm,,,
3789,bjp can,bjp,karnataka,that bjp,
3790,pulwama attack,proof pulwama,pulwama,bjp avi,
3791,threatening someone,,,,
3792,breaking modi,modi,,,
3793,modiatconclave19 modi,modiatconclave19,desai je,modi haters,
3794,,,,,
3795,narendra modi,,,,
3796,disappointed upsc_csat_victims,,,,
3797,congresspakistanunited shameoncongress,,,,
3798,using migs,migs which,migs,,
3799,,,,,
3800,iok condemns,,,,
3801,left protest,protested centre,they protested,protest,protest against
3802,arnab goswami,goswami india,,,
3803,,,,,
3804,,,,,
3805,rahul gandhi,indiaâ image,,,
3806,gandhi attacks,attacks modi,gandhi,rahul gandhi,modi have
3807,rahulgandhi narendramodi,rahulgandhi,,,
3808,modi concedes,finally modi,worst pm,modi,
3809,indian army,crpf jawans,,,
3810,pmmodi over,,,,
3811,threaten india,narendramodi modiatconclave19,modiatconclave19,modiatconclave19 letsconclave19,india pm
3812,pak terror,destroyed pak,air strikes,,
3813,,,,,
3814,,,,,
3815,,,,,
3816,bjp improve,bjp election,,,
3817,no rafael,rafael,rafael the,,
3818,pulwama terror,claim pulwama,audio clip,,
3819,india attacks,,,,
3820,kaffirs islamoapologist,sulclde bomb,rss sulclde,,
3821,gandhi family,gandhi,,,
3822,scam bigger,crore scam,buy rafale,mega scam,scam in
3823,suicide shameonyoumodi,abhinandan modi,abhi nandan,,
3824,namo has,namo,,,
3825,terrorising pakistan,pakistan,,,
3826,global terrorist,terrorist sign,narendra modi,,
3827,leak pulwama,elections bjpdidpulwama,bjpdidpulwama,bjpdidpulwama https,by bjp
3828,,,,,
3829,modi ji,,,,
3830,international terrorist,terrorist sign,,,
3831,be journalists,journalists,,,
3832,moon bat,bat terrorist,,,
3833,defense scams,defense sector,,,
3834,rafale jet,rafale jets,,,
3835,kashmir issue,hide kashmir,,,
3836,reject bjp,thelogicalvoters bjp_à,bjp,bjp in,bjp_à
3837,india will,rahulgandhi will,narendramodi indiastandasone,modi ji,
3838,,,,,
3839,end war,war is,,,
3840,,,,,
3841,confession by,loser narendramodi,confession,narendramodi,
3842,opposition should,bjp4india will,,,
3843,terrorists were,of terrorists,terrorists,,
3844,,,,,
3845,what pakistan,pakistan did,,,
3846,pulwama attack,,,,
3847,pakistanairforceourpride pakistanzindabad,dontmesswithpakistan pakistanairforceourpride,pakistanairforceourpride,rafale flown,narendramodi rafale
3848,,,,,
3849,,,,,
3850,,,,,
3851,be indicted,congress indicted,indictments among,indicted and,indicted particularly
3852,crpf deaths,,,,
3853,unstable india,indian military,,,
3854,defeating bjp,congress muslims,bjp,bjp there,
3855,bjp insulting,army indiafirst4kejriwal,insulting indian,indian army,bjp
3856,,,,,
3857,paayega apnamodiaayega,apnamodiaayega,,,
3858,india haters,indian voters,,,
3859,afraid mahatma,be afraid,frighten you,frighten,mahatma gandhi
3860,karyakarta killed,bjp karyakarta,,,
3861,mumbai development,metro work,metro,,
3862,ðÿ modi,20 ceasefire,rallies ðÿ,,
3863,,,,,
3864,abhinandan will,says abhinandan,abhinandan,,
3865,modi ji,,,,
3866,jail rafale,,,,
3867,russia tensions,conflict russia,,,
3868,bjp can,bjp,karnataka,that bjp,
3869,modi becoming,modi mistakes,,,
3870,harming india,,,,
3871,terroristani schooling,these barbarians,,,
3872,,,,,
3873,salute indianairforce,,,,
3874,indiatoday narendramodi,india future,,,
3875,choukidar is,choukidar,is chor,,
3876,hindu extremism,hindutva empire,,,
3877,,,,,
3878,kashmir dispute,the kashmir,,,
3879,,,,,
3880,pakistani media,,,,
3881,bjp behind,bjp,pulwama attack,pulwama,
3882,federal spending,limiting spending,,,
3883,,,,,
3884,kerala condemn,,,,
3885,pakistan continues,pakistan stops,dismantle pakistan,continues terrorism,pakistan this
3886,,,,,
3887,,,,,
3888,indiaâ soldiers,war memorial,indiaâ bravehearts,indiaâ pride,monument
3889,jaishekejriwal,tajinderbagga kejriwal,co jaishekejriwal,kejriwal and,kejriwal
3890,decriminalizing sex,,,,
3891,,,,,
3892,mccarthyism https,as mccarthyism,mccarthyism,hate lists,
3893,,,,,
3894,goz_1911 terrorists,,,,
3895,,,,,
3896,alliance is,,,,
3897,defeat hassansiddiqui,coward narendramodi,finally coward,narendramodi,narendramodi accepted
3898,,,,,
3899,masood azhar,,,,
3900,negative peddling,negative narrative,narrative peddling,,
3901,sandy hook,grief sandy,,,
3902,,,,,
3903,arvind kejriwal,about modi,,,
3904,his phd,,,,
3905,freeloaders,freeloaders and,of bjp,bjp ðÿ,
3906,,,,,
3907,to jaish,jaish,,,
3908,peace india,imran khan,,,
3909,,,,,
3910,bjp keep,against bjp,bjp,,
3911,pakistan flag,,,,
3912,praises kejriwal,kejriwal,kejriwal plus,voting pakistan,pakistan praises
3913,pakis had,pakis,pak,if pakis,
3914,bjp businessstandardðÿ,of bjp,bjp,bjp ians,
3915,anil ambani,chorchowkidar modi,,,
3916,these jihadis,oppose omar,jihadis,jihadis in,
3917,soldier maturity,,,,
3918,vote bjp,bjp leaders,bjp4india,shailen_pratap bjp4india,bjp4india arunjaitley
3919,,,,,
3920,mumbai attack,,,,
3921,that kashmir,kashmir,kashmir is,,
3922,,,,,
3923,surgical strike,indiatodayconclave2019 bjpvijaysankalpbikerally,bjp tajinderbagga,,
3924,balochistan stands,balochistan,campaign pakistanarmyzindabad,pakistanarmyzindabad says,pakistanarmyzindabad
3925,modi sarkar,gandhi,gandhi is,political assassins,
3926,mumbai liberals,liberals modi,,,
3927,of bjp,bjp https,bjp,audio tap,
3928,it indianmedia,indianmedia,indian news,indianmedia that,
3929,,,,,
3930,hating hindus,hating india,modi libtards,,
3931,did indira,indira gandhi,gandhi consult,,
3932,,,,,
3933,india pulwamaattack,pulwama attack,pulwamaattack,pulwama,pulwamaattack former
3934,indo pak,pak relations,,,
3935,strategists bjp,bjp4india strategists,bjp media,bjp,bjp4india
3936,msm media,,,,
3937,,,,,
3938,weakening india,questioning pakistan,,,
3939,air force,,,,
3940,please rahulgandhipagalhai,rahulgandhipagalhai,,,
3941,erroneous tweets,,,,
3942,man narendramodi,indian fool,narendramodi is,narendramodi,
3943,terror indiastrong,present crisis,,,
3944,mr surjewala,surjewala,rssurjewala you,,
3945,pakistani cowards,pakistani,pak,your pakistan,pakistan is
3946,,,,,
3947,pulwama terror,claim pulwama,,,
3948,imran khan,,,,
3949,reject bjp,thelogicalvoters bjp_à,bjp,bjp in,bjp_à
3950,,,,,
3951,,,,,
3952,air strikes,,,,
3953,kashmir dispute,the kashmir,kashmir,,
3954,pulwama blast,,,,
3955,anil ambani,,,,
3956,air strike,,,,
3957,to pak,,,,
3958,attack pakistani,pakistani nuclear,pakistani civilians,about pakistani,
3959,cancelled cancelpriyanka,,,,
3960,kashmir,kashmir is,that kashmir,,
3961,bjp ðÿ,of bjp,,,
3962,,,,,
3963,,,,,
3964,fear is,is afraid,,,
3965,bhai lockheed,lockheed boeing,the lockheed,lockheed,plane bhi
3966,balakot air,the balakot,balakot,,
3967,mao planned,mao,,,
3968,pakistanâ propaganda,spreading pakistanâ,,,
3969,global terrorist,terrorist sign,,,
3970,,,,,
3971,of tamilans,tamilans,,,
3972,modiâ boot,,,,
3973,are celebrating,not celebrating,celebrating iaf,bjp parties,
3974,modi extremism,,,,
3975,indira gandhi,indira,indian prisoners,,
3976,reservation in,reservation,,,
3977,accha hai,hai fears,darr accha,hai,
3978,reparations legislation,reparations is,reparations,any reparations,reparationsâ
3979,balakot airstrike,nobody died,iafâ balakot,,
3980,,,,,
3981,,,,,
3982,modi govt,,,,
3983,congress fails,,,,
3984,modi promised,,,,
3985,,,,,
3986,exposing modi,modi and,modi,,
3987,modiâ ministers,ministers believe,vikaskajumla as,,
3988,,,,,
3989,,,,,
3990,russian media,russia position,crisis russian,,
3991,bihar rejected,rejected modi,biharrejectsmodi bihar,door bjp_à,modi shah
3992,rape culture,,,,
3993,mocking dyslexic,dyslexic students,dyslexic,,
3994,alex acosta,,,,
3995,into nda,nda,nda https,,
3996,fraud calls,aap continue,aamaadmiparty complaint,,
3997,modi government,modi,the modi,bjp,
3998,balakot air,balakot,,,
3999,schools rational,,,,
4000,indian pilot,indian government,,,
4001,nda govt,,,,
4002,wanted abhinandhan,abhinandhan back,,,
4003,for bjp,bjp,bjp am,,
4004,rafale ðÿ,sambitswaraj we,on rafale,rafale,
4005,,,,,
4006,,,,,
4007,bjp bike,west bengal,bengal,bjp,
4008,,,,,
4009,rioting today,is rioting,rioting,,
4010,pressurise sachin,shame sachintendular,sachin,sachin to,pakistan shame
4011,,,,,
4012,party congress,corrupted party,congress,,
4013,abhinandanreturns namoagain2019,namoagain2019 modihaitomumkinhai,rahe hain,bdutt bjp4india,
4014,gandhis modiinamethi,gandhi,rahul gandhi,gandhi by,shameless gandhis
4015,hearings instead,hearings,of hearings,congress fails,
4016,india involvement,anfrel is,anfrel,loksabhaelections2019 bjp,rahulgandhi modi
4017,shameless bjp,bjp using,bjp,abhinandanâ photo,
4018,pradhan sevak,public vikaskajumla,vikaskajumla modi,sevak started,sevak
4019,dyslexic children,about dyslexia,dyslexia,dyslexia but,dyslexic
4020,was fear,anti india,,,
4021,modiâ ministers,ministers believe,vikaskajumla as,,
4022,pulwama attack,surgical strikes,,,
4023,,,,,
4024,manmohan singh,singh,,,
4025,bjpvijaysankalpbikerally crpf,crpf jawan,nda bjp,patna,of bjp
4026,sanitation workers,acting sanitation,sanitation,,
4027,smriti irani,rahulgandhi the,incindia rahulgandhi,rahulgandhi,
4028,rahulgandhi farmers,rahulgandhi,incindia rahulgandhi,,
4029,dyslexic kids,,,,
4030,masood azhar,azhar masoodazhardead,,,
4031,killed corruption,demonetisation,demonetisation has,corruption nirav,
4032,,,,,
4033,rifles modihaitohmumkinhai,ordnance factory,,,
4034,,,,,
4035,modi promised,,,,
4036,ban rss,,,,
4037,,,,,
4038,cohen,,,,
4039,,,,,
4040,pakoda remarks,pakoda,the pakoda,the bjp,bjp
4041,rahul gandhi,,,,
4042,rajniti,,,,
4043,,,,,
4044,bank frauds,,,,
4045,rahul gandhi,gandhi https,gandhi,uncouth bhakt,
